reviewer_name,Review Title,Place of Review,Up Votes,Down Votes,Month,review_text,rating,Review_Title,Place_of_Review,Date_of_Review,Up_Votes,Down_Votes,review_title,place_of_review,Date_of_review,up_votes,Down_votes,sentiment,cleaned_review
Indrashis Ghosh,Excellent shuttlecocks,"Certified Buyer, Bangalore",3.0,2.0,Jul 2017,"Excellent synthetic shuttles from Yonex. I have used 350s, 500s as well as 2000s. I prefer these yellow ones for the visibility. In general the 350s are quite durable and long lasting (one shuttle can easily last half a dozen to a dozen intense games before the flight becomes unacceptable), and i found them to travel shorter distances than the 2000s and therefore prefer them.READ MORE",5.0,,,,,,,,,,,1,excellent synthetic shuttle yonex used well prefer yellow one visibility general quite durable long lasting one shuttle easily last half dozen dozen intense game flight becomes unacceptable found travel shorter distance therefore prefer
Sarath Babu,Best in the market!,"Certified Buyer, Bangalore",3.0,2.0,May 2019,Best shuttle available in the market. I have not used any other shuttles till now. So not aware of a better shuttle.The price I got it from Flipkart is really the best price. I have researched checking other online stores and sports shops. This is definitely the best price I could find.READ MORE,5.0,,,,,,,,,,,1,best shuttle available market used shuttle till aware better shuttlethe price got flipkart really best price researched checking online store sport shop definitely best price could find
Rambishal Rajpoot,Not recommended at all,"Certified Buyer, Surat",3.0,4.0,Aug 2018,"Bad quality, i have pirchase 4 boxes but all are very fast.READ MORE",1.0,,,,,,,,,,,0,bad quality pirchase box fast
SOORAJ RAJPUROHIT,Awesome,"Certified Buyer, Jaipur",2.0,1.0,Oct 2021,Best shuttle available online no more discription needed.READ MORE,5.0,,,,,,,,,,,1,best shuttle available online discription needed
akhil thomas,Just wow!,"Certified Buyer, Pathanamthitta District",0.0,1.0,Nov 2019,long lasting product.....nice product....READ MORE,5.0,,,,,,,,,,,1,long lasting productnice product
Arpit Ahlawat,Terrific,"Certified Buyer, Charkhi Dadri",2.0,0.0,Jul 2019,best shuttleREAD MORE,5.0,,,,,,,,,,,1,best shuttle
SHAIK  NOOR MAHAMMAD,Super!,"Certified Buyer, Kadiri",1.0,1.0,Feb 2019,🏸Good Quality... 🏸READ MORE,5.0,,,,,,,,,,,1,good quality
Sonu Pal,Awesome,"Certified Buyer, Dhanbad",2.0,0.0,Jan 2019,Fabulous itemREAD MORE,5.0,,,,,,,,,,,1,fabulous item
RAMAKANT GHASI,Awesome,"Certified Buyer, Rourkela",1.0,0.0,Oct 2018,Nice quality.Very good product.I am very much thankful to Flipkart and the Courier company for delivering me so quickly.I am very happy.And I will definitely tell to my friends to order this product.READ MORE,5.0,,,,,,,,,,,1,nice qualityvery good producti much thankful flipkart courier company delivering quicklyi happyand definitely tell friend order product
Shiv Ganesh ,Don't waste your money,"Certified Buyer, Bangalore",1.0,0.0,,Feels the quality is far less compared to previous set which was brought from other platform. 1 Shuttle is breaking or wobbling per 1 hr game session.. Feeling cheated..READ MORE,1.0,,,,,,,,,,,0,feel quality far less compared previous set brought platform shuttle breaking wobbling per hr game session feeling cheated
Shamsad Pk,Brilliant,"Certified Buyer, Malappuram District",1.0,0.0,,This is the original mavis 350READ MORE,5.0,,,,,,,,,,,1,original mavis
Mustaqahamed Mussu,Worthless,"Certified Buyer, Chitradurga District",0.0,0.0,,Bad quality and poor quality while playing the ahuttles caps or looseREAD MORE,1.0,,,,,,,,,,,0,bad quality poor quality playing ahuttles cap loose
Farukhahamed MD,Worst experience ever!,"Certified Buyer, Ysr District",0.0,0.0,,Poor quality. It was horrible. I didn't play two games with each shuttleREAD MORE,1.0,,,,,,,,,,,0,poor quality horrible didnt play two game shuttle
T.R.Ponnusamy,Terrible product,"Certified Buyer, Tirupur",1.0,0.0,,Worst product. Every ball in this box got flat within one or two strokes. The disappointed fact is Flipkart is not accepting the replacement because of open box delivery. Without using the product how could I know the quality?READ MORE,1.0,,,,,,,,,,,0,worst product every ball box got flat within one two stroke disappointed fact flipkart accepting replacement open box delivery without using product could know quality
Ashal Ravi,Just wow!,"Certified Buyer, Killiyoor",1.0,0.0,,Best oneREAD MORE,5.0,,,,,,,,,,,1,best one
Manmohan Bisht,Perfect product!,"Certified Buyer, New Delhi",1.0,0.0,,Excellent product👌READ MORE,5.0,,,,,,,,,,,1,excellent product
Tadiboina Ayyappa,Terrible product,"Certified Buyer, Guntur",0.0,0.0,,Very Bad Quality in filpkartREAD MORE,1.0,,,,,,,,,,,0,bad quality filpkart
anil kota,Don't waste your money,"Certified Buyer, Srikakulam District",1.0,0.0,,Bad qualityREAD MORE,1.0,,,,,,,,,,,0,bad quality
Flipkart Customer,Very poor,"Certified Buyer, Palwancha",0.0,0.0,,Don't have good qualityREAD MORE,1.0,,,,,,,,,,,0,dont good quality
Amandeep Singh,Absolute rubbish!,"Certified Buyer, Mohali",0.0,0.0,,Quality of 2 shuttles not as per Mavis 350 standards.READ MORE,1.0,,,,,,,,,,,0,quality shuttle per mavis standard
Flipkart Customer,Must buy!,"Certified Buyer, Faridabad",1.0,0.0,Nov 2022,It's is good product and the service was very goodREAD MORE,5.0,,,,,,,,,,,1,good product service good
ravikumar tangudu,Not recommended at all,"Certified Buyer, Tikarpada",1.0,0.0,Oct 2022,2nd qualityREAD MORE,1.0,,,,,,,,,,,0,nd quality
Flipkart Customer,Moderate,"Certified Buyer, Jammu",1.0,0.0,Oct 2022,Local productREAD MORE,2.0,,,,,,,,,,,0,local product
Flipkart Customer,Not good,"Certified Buyer, Vellore",1.0,0.0,Oct 2022,Very old stock.. not lasts to even 5 gamesREAD MORE,2.0,,,,,,,,,,,0,old stock last even game
Flipkart Customer,Utterly Disappointed,"Certified Buyer, Agra",1.0,0.0,Oct 2022,All shuttles are not good in view of balance.READ MORE,1.0,,,,,,,,,,,0,shuttle good view balance
Gadam Venkateshwar,Just wow!,"Certified Buyer, Mancherial",0.0,0.0,Jul 2022,OkREAD MORE,5.0,,,,,,,,,,,1,ok
Sohit Kumar,Terrific purchase,"Certified Buyer, Saurikh",1.0,0.0,Jul 2022,Nice product all suttles are good 🥰🥰READ MORE,5.0,,,,,,,,,,,1,nice product suttles good
Flipkart Customer,Excellent,"Certified Buyer, Chennai",1.0,0.0,Jul 2022,Nice productREAD MORE,5.0,,,,,,,,,,,1,nice product
Bala Senthur,Could be way better,"Certified Buyer, Thoothukkudi",1.0,0.0,May 2022,Old one onlyREAD MORE,2.0,,,,,,,,,,,0,old one
Flipkart Customer,Perfect product!,"Certified Buyer, Kottakuppam",1.0,0.0,May 2022,Super ballREAD MORE,5.0,,,,,,,,,,,1,super ball
RAJESH V NAIR,Must buy!,"Certified Buyer, Nowgong",0.0,0.0,Mar 2022,According to cost it's average lifeREAD MORE,5.0,,,,,,,,,,,1,according cost average life
Phani Kumar,Slightly disappointed,"Certified Buyer, Macherla",0.0,0.0,Mar 2022,So worstREAD MORE,2.0,,,,,,,,,,,0,worst
My Account,Not recommended at all,"Certified Buyer, Malappuram District",0.0,0.0,Mar 2022,👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎Poor quality 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎READ MORE,1.0,,,,,,,,,,,0,poor quality
Manik Deogharia,Did not meet expectations,"Certified Buyer, Lohardaga",0.0,0.0,Mar 2022,Quality not good              It was broken after 2 matchREAD MORE,1.0,,,,,,,,,,,0,quality good broken match
Arup Sen,Not good,"Certified Buyer, Chandrakona",0.0,0.0,Mar 2022,Nice product but damage in 1 daysREAD MORE,2.0,,,,,,,,,,,0,nice product damage day
Flipkart Customer,Useless product,"Certified Buyer, Visakhapatnam",0.0,0.0,Mar 2022,Not good at all this is the worst product I have bought at flipkartREAD MORE,1.0,,,,,,,,,,,0,good worst product bought flipkart
Flipkart Customer,Absolute rubbish!,"Certified Buyer, Channapatna",0.0,0.0,Mar 2022,Low quality. Not durabalityREAD MORE,5.0,,,,,,,,,,,1,low quality durabality
Flipkart Customer,Hated it!,"Certified Buyer, Chittoor",0.0,0.0,Mar 2022,BadlyREAD MORE,1.0,,,,,,,,,,,0,badly
Flipkart Customer,Don't waste your money,"Certified Buyer, Bengaluru",0.0,0.0,Mar 2022,Very bad qualityREAD MORE,1.0,,,,,,,,,,,0,bad quality
Sonam,Waste of money!,"Certified Buyer, Namsai",0.0,0.0,Feb 2022,Very bad product a word to describe I write duplicate productREAD MORE,1.0,,,,,,,,,,,0,bad product word describe write duplicate product
Mohanraj,Absolute rubbish!,"Certified Buyer, Omalur",1.0,0.0,Feb 2022,This time quality very very worstREAD MORE,1.0,,,,,,,,,,,0,time quality worst
Sarath Kumar padal Chittapuli,Expected a better product,"Certified Buyer, Visakhapatnam District",1.0,0.0,Feb 2022,Poor quality ☹️READ MORE,2.0,,,,,,,,,,,0,poor quality
Anand Kumar,Expected a better product,"Certified Buyer, Kakinada",0.0,0.0,Feb 2022,"This shuttles were duplicates, these were not up to the mark.READ MORE",2.0,,,,,,,,,,,0,shuttle duplicate mark
Flipkart Customer,Useless product,"Certified Buyer, Panachikkad",0.0,0.0,Feb 2022,Very bad product I ever receivedREAD MORE,1.0,,,,,,,,,,,0,bad product ever received
Flipkart Customer,Don't waste your money,"Certified Buyer, Niz Hajo",0.0,0.0,Feb 2022,Bad copy quality riceveREAD MORE,1.0,,,,,,,,,,,0,bad copy quality riceve
Chinna Mancha,Very poor,"Certified Buyer, Prakasam District",0.0,0.0,Feb 2022,Waste of moneyREAD MORE,1.0,,,,,,,,,,,0,waste money
Mujeer Ahamed,Worthless,"Certified Buyer, Mandya District",0.0,0.0,Jan 2022,Quality is very bad and very very tired class shuttecockREAD MORE,1.0,,,,,,,,,,,0,quality bad tired class shuttecock
Muguntharaj  Venkidapathy,Unsatisfactory,"Certified Buyer, Udumalaipettai",0.0,0.0,Jan 2022,WorstREAD MORE,1.0,,,,,,,,,,,0,worst
Amit Singh Choudhary,Useless product,"Certified Buyer, Nuapada District",0.0,0.0,Jan 2022,So poor qualityREAD MORE,1.0,,,,,,,,,,,0,poor quality
Renjith v nair Renjith. v,Worthless,"Certified Buyer, Kayamkulam",1.0,0.0,Jan 2022,Reate is wery to muchREAD MORE,1.0,,,,,,,,,,,0,reate wery much
Flipkart Customer,Absolute rubbish!,"Certified Buyer, Ernakulam District",1.0,0.0,Dec 2021,The worst shuttle ever I used so far. Don't buy this product. It is low in qualityREAD MORE,1.0,,,,,,,,,,,0,worst shuttle ever used far dont buy product low quality
narsingarao t,Expected a better product,"Certified Buyer, Thuvakudi",1.0,0.0,Dec 2021,not upto mark cork getting cracksREAD MORE,2.0,,,,,,,,,,,0,upto mark cork getting crack
Harish Nair,Horrible,"Certified Buyer, Gaya",1.0,0.0,Dec 2021,Very poor quality Is not lasting for one set. Base is breakinf and the top is wornREAD MORE,1.0,,,,,,,,,,,0,poor quality lasting one set base breakinf top worn
Raghu Kampati ,Utterly Disappointed,"Certified Buyer, Hyderabad",1.0,0.0,Aug 2021,"Bad quality, not good at all I dont like to prefer, beacuse delivery it's too late and as they comfortable they will change as theirs elf near me product is there also they will not deliver, if any emergency things don't order from flipcart better go some other apps ,....really too bad service.. product quality also too badREAD MORE",1.0,,,,,,,,,,,0,bad quality good dont like prefer beacuse delivery late comfortable change elf near product also deliver emergency thing dont order flipcart better go apps really bad service product quality also bad
Vipin Vipin,Must buy!,"Certified Buyer, Kannur District",1.0,0.0,Aug 2021,Very goodREAD MORE,5.0,,,,,,,,,,,1,good
Flipkart Customer,Classy product,"Certified Buyer, Hyderabad",1.0,0.0,Jul 2021,Good quality of shuttlesREAD MORE,5.0,,,,,,,,,,,1,good quality shuttle
Flipkart Customer,Brilliant,"Certified Buyer, Kumarghat",1.0,0.0,Jun 2021,"I'm writing this review only because before i have rated only 3 star because i received a duplicate product,,,now I'm rating 5 star as i have received the original yonex mavis 350 shuttle,,thank you and in future i hope i will only receive the original productsREAD MORE",5.0,,,,,,,,,,,1,im writing review rated star received duplicate productnow im rating star received original yonex mavis shuttlethank future hope receive original product
santosh shrestha,Terrible product,"Certified Buyer, Biramitrapur",1.0,0.0,Jun 2021,Bad productedREAD MORE,1.0,,,,,,,,,,,0,bad producted
Flipkart Customer,Delightful,"Certified Buyer, Ysr District",0.0,0.0,May 2021,Good productREAD MORE,4.0,,,,,,,,,,,1,good product
Flipkart Customer,Fabulous!,"Certified Buyer, Banarhat Tea Garden",1.0,0.0,Apr 2021,If u play with this for about 3 to 4 hours daily then 1 shuttle would last for maximum 2 days..READ MORE,5.0,,,,,,,,,,,1,u play hour daily shuttle would last maximum day
Flipkart Customer,Terrific purchase,"Certified Buyer, New Delhi",1.0,0.0,Mar 2021,Good productREAD MORE,5.0,,,,,,,,,,,1,good product
Flipkart Customer,Just wow!,"Certified Buyer, Bengaluru",1.0,0.0,Feb 2021,GoodREAD MORE,5.0,,,,,,,,,,,1,good
seemant srvastav,Best in the market!,"Certified Buyer, Jaunpur",1.0,0.0,Feb 2021,Superb. But why price is higher day by day. Between two weeks price is gained 170rsREAD MORE,5.0,,,,,,,,,,,1,superb price higher day day two week price gained r
Debasish  Pradhan ,Best in the market!,"Certified Buyer, Ganjam District",1.0,0.0,Nov 2020,Good qualityREAD MORE,5.0,,,,,,,,,,,1,good quality
Shaik Subanibasha,Worth every penny,"Certified Buyer, Kavali",1.0,0.0,Aug 2020,BestREAD MORE,5.0,,,,,,,,,,,1,best
Prashant Singh,Good quality product,"Certified Buyer, Bengaluru",1.0,0.0,Jul 2020,I play every day with this and we play really hard in Courts. This has always been a best choice.READ MORE,4.0,,,,,,,,,,,1,play every day play really hard court always best choice
Hussain reddy Edula,Great product,"Certified Buyer, Kadapa",1.0,0.0,Jul 2020,This item is so good you can buy it it is originalREAD MORE,5.0,,,,,,,,,,,1,item good buy original
Jagan Vasan,Wonderful,"Certified Buyer, Chennai",1.0,0.0,Jul 2020,Excellent for Indoor courtREAD MORE,5.0,,,,,,,,,,,1,excellent indoor court
Hemang C. Patel,Great product,"Certified Buyer, Kheda District",1.0,0.0,May 2020,Genuine product. Nice packing.READ MORE,5.0,,,,,,,,,,,1,genuine product nice packing
Flipkart Customer,Highly recommended,"Certified Buyer, Talod",0.0,0.0,Mar 2020,Good quality..😍🖤READ MORE,5.0,,,,,,,,,,,1,good quality
Marshal  Marsh ,Very Good,"Certified Buyer, Bangalore",0.0,0.0,Feb 2020,Nice thanks  FlipkartREAD MORE,4.0,,,,,,,,,,,1,nice thanks flipkart
Vasanth Kumar,Perfect product!,"Certified Buyer, Chennai",0.0,0.0,Feb 2020,Nice productREAD MORE,5.0,,,,,,,,,,,1,nice product
Flipkart Customer,Perfect product!,"Certified Buyer, Greater Noida",0.0,0.0,Feb 2020,Nice productREAD MORE,5.0,,,,,,,,,,,1,nice product
Birbal Debbarma,Pretty good,"Certified Buyer, Sepahijala District",1.0,0.0,Jan 2020,wow productREAD MORE,4.0,,,,,,,,,,,1,wow product
Neeraj Kumar Singh,Did not meet expectations,"Certified Buyer, Ghaziabad",1.0,0.0,Dec 2019,1 box out of 4  boxes has very bad shuttle. All shuttles of that box was not playable.READ MORE,1.0,,,,,,,,,,,0,box box bad shuttle shuttle box playable
Flipkart Customer,Useless product,"Certified Buyer, Chittoor District",1.0,0.0,Dec 2019,Product is not same as shown in the picture.READ MORE,1.0,,,,,,,,,,,0,product shown picture
